ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Attachment URL",Categories,Tags,Status,Author,Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
1732,"Monthly Education Classes","<img class=""alignnone wp-image-1731"" src=""http://theoilydoc.com/wp-content/uploads/2016/12/15095538_10104026635267468_6947316074217507078_n-300x251.jpg"" alt=""15095538_10104026635267468_6947316074217507078_n"" width=""341"" height=""285"" />

please join us for our December monthly continuing education classes.",,20161201,post,http://theoilydoc.com/?p=1732,,,,,,,Calendar,,draft,2,monthly-education-classes-3,,,0,0,0,open,open,20170101
1739,"Forest Breeze Diffuser Blend","Forest Breeze diffuser blend is sure to leave your home smelling like a crisp, cool, winter evening.... <img class=""alignnone size-full wp-image-1740"" src=""http://theoilydoc.com/wp-content/uploads/2016/12/15170773_10154762535254314_6549618929205183558_n-1.jpg"" alt=""15170773_10154762535254314_6549618929205183558_n-1"" width=""250"" height=""250"" />",,20161201,post,http://theoilydoc.com/forest-breeze-diffuser-blend/,http://theoilydoc.com/wp-content/uploads/2016/12/15170773_10154762535254314_6549618929205183558_n-1.jpg,15170773_10154762535254314_6549618929205183558_n-1,,,,,Recipes>Aromatic,,publish,2,forest-breeze-diffuser-blend,,,0,0,0,open,open,20161201
1761,"Blueberry Orange Parfait","[et_pb_section admin_label=""section""][et_pb_row admin_label=""row"" make_fullwidth=""off"" use_custom_width=""off"" width_unit=""on"" use_custom_gutter=""off"" padding_mobile=""off"" allow_player_pause=""off"" parallax=""off"" parallax_method=""off"" make_equal=""off"" parallax_1=""off"" parallax_method_1=""off"" parallax_2=""off"" parallax_method_2=""off"" column_padding_mobile=""on""][et_pb_column type=""2_3""][et_pb_text admin_label=""Text"" background_layout=""light"" text_orientation=""left"" use_border_color=""off"" border_color=""#ffffff"" border_style=""solid""]
<h1 style=""text-align: center;""><span style=""color: #333399;"">Blueberry</span> <span style=""color: #ff6600;"">Orange</span> <span style=""color: #999999;"">Parfait</span></h1>
<p style=""text-align: left;"">It's never easy to combine eating healthy, wholesome food, and a time crunch. Plus if you tell your kids (or many adults even) that you are making a healthy snack for them, it may not fly as well as you had hoped it would given your effort. Enter recipes like this Parfait. It can be made ahead, or on the fly just as easily, and can easily be tweaked to please even the pickiest of eaters in your crowd! With fresh blueberries, orange slices, wholesome Greek yogurt, and of course Doterra Essential Oils, it has all the components of a snack you can feel good about whether you are serving guests, your kids, or simply needing a guilty pleasure that has a little bit more pleasure than guilt!</p>


<hr />

<h2></h2>
<h2>Recipe</h2>
[caption id=""attachment_1762"" align=""alignright"" width=""300""]<img class=""wp-image-1762 size-medium"" src=""http://theoilydoc.com/wp-content/uploads/2016/12/blueberryorangeparfait-300x300.jpg"" alt=""Blueberry Orange Parfait"" width=""300"" height=""300"" /> Blueberry Orange Parfait[/caption]
<ul>
 	<li>1 1/2 teaspoons turbinado sugar</li>
 	<li>2 drops Wild Orange essential oil</li>
 	<li>2 (7-ounce) containers reduced-fat plain Greek yogurt</li>
 	<li>2 cups fresh blueberries</li>
 	<li>2 cups orange sections</li>
 	<li>1/4 cup wheat germ</li>
</ul>
&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

<hr />

&nbsp;

Combine sugar, Wild Orange essential oil, and yogurt into a small bowl,

stirring until blended. Fill four glasses with 1/4 cup blueberries,

2 1/2 tablespoons yogurt mixture, and 1/4 cup orange each.

Repeat layers with remaining blueberries, yogurt mixture, and orange.

Sprinkle 1 tablespoon wheat germ over each serving.

Serve Immediately.

Servings: 4 | Prep time: 10 minutes | Satisfaction: Guaranteed!

<hr />

Have you tried this or any other recipes using Doterra Essential Oils? Comment below or check in on <a href=""https://www.facebook.com/theoilydoc/"" target=""_blank"">Facebook</a> to share your favorites!

[/et_pb_text][/et_pb_column][et_pb_column type=""1_3""][et_pb_text admin_label=""Text"" background_layout=""light"" text_orientation=""left"" use_border_color=""off"" border_color=""#ffffff"" border_style=""solid"" saved_tabs=""all"" custom_css_main_element=""hr {|| border: inherit;||}""]

<style>
.et_divi_builder #et_builder_outer_content .et_pb_module ul, .et_divi_builder #et_builder_outer_content .et_pb_module li{list-style: inherit;}.et_divi_builder #et_builder_outer_content .et_pb_module hr{height: 1px!important; background: #662c76!important;}</style>

<a href=""https://doterra.com/US/en/p/wild-orange-oil""><img class=""wp-image-1763 size-thumbnail aligncenter"" src=""http://theoilydoc.com/wp-content/uploads/2016/12/wildorange-150x150.jpg"" alt=""Wild Orange Oil"" width=""150"" height=""150"" /></a>
<h2>About Wild Orange</h2>
<ul>
 	<li>Powerful cleanser and purifying agent</li>
 	<li>Protects against seasonal and environmental threats</li>
 	<li>Provides antioxidants, which are essential to overall health*</li>
 	<li>Uplifting to the mind and body</li>
</ul>

<hr />

If you don't already have <a href=""https://doterra.com/US/en/p/wild-orange-oil?retail=1&amp;OwnerID=604035"">Wild Orange Doterra Essential Oils</a> on hand, stop over at our store <a href=""https://doterra.com/US/en/p/wild-orange-oil?retail=1&amp;OwnerID=604035"">here </a>and get yourself some to try, or to share with a friend who would love it as well!
<h2></h2>
[/et_pb_text][/et_pb_column][/et_pb_row][/et_pb_section]","Blueberry-Orange Parfait - Quick and easy Parfait recipe that serves for a great snack, or a healthy breakfast to start your day out!",-00011130,post,http://theoilydoc.com/?p=1761,http://theoilydoc.com/wp-content/uploads/2016/12/wildorange.jpg|http://theoilydoc.com/wp-content/uploads/2016/12/blueberryorangeparfait.jpg,wildorange|blueberryorangeparfait,|,|,"Wild Orange Oil|",,Recipes>Internal,breakfast|healthy|Orange|snack,draft,2,blueberry-orange-parfait,,,0,0,0,open,open,20161229
1768,"January Newsletter","<img class=""alignnone size-medium wp-image-1684 aligncenter"" src=""http://theoilydoc.com/wp-content/uploads/2016/10/oily-doc-300x90.png"" alt="""" width=""300"" height=""90"" />
<h3>Hello <span style=""color: #333399;""><strong>January</strong></span>! Hello <span style=""color: #333399;"">2017</span>!</h3>
One of my favorite things about the new year is the excitement that surrounds the anticipation of everything.... new! A fresh start and a chance to set new goals!
<h3>2017 can be your <em><span style=""color: #333399;"">best</span> <span style=""color: #ff00ff;"">year</span> <span style=""color: #800080;"">ever</span></em>!!!!</h3>
Guess what has been extended....
<h1 style=""text-align: center;""><span style=""color: #333399;""><em>Frankincense 200PV special extended!!!!!</em></span></h1>
<h3><img class=""size-medium wp-image-1774 alignnone"" src=""http://theoilydoc.com/wp-content/uploads/2016/12/15241904_10209772545222984_1759587697929110183_n-300x200.jpg"" alt="""" width=""300"" height=""200"" /></h3>
<h3>Here are a few things that I love about Frankincense:</h3>
<h3>Did you know:</h3>
<h3><img class=""wp-image-1771 alignnone"" src=""http://theoilydoc.com/wp-content/uploads/2016/12/15319263_10209772544382963_5133581108191060354_n-300x300.jpg"" alt="""" width=""304"" height=""304"" />  and <img class=""wp-image-1772 alignnone"" src=""http://theoilydoc.com/wp-content/uploads/2016/12/15319190_10209772545182983_7690107663462259326_n-300x300.jpg"" alt="""" width=""314"" height=""314"" /></h3>
&nbsp;
<h3>... and here is a great diffuser blend, that highlights Frankincense:</h3>
<h3> <img class=""alignnone size-medium wp-image-1773"" src=""http://theoilydoc.com/wp-content/uploads/2016/12/15350677_10209772546223009_3676118218291864404_n-300x300.jpg"" alt="""" width=""300"" height=""300"" /></h3>
<h4><em>If you want to learn more about the many benefits of Frankincense essential oil, click <a href=""https://doterra.com/US/en/p/frankincense-oil?%255bR=301%255d"">HERE</a></em></h4>
<h3></h3>

<hr />

<h2 style=""text-align: center;""></h2>
<h1 style=""text-align: center;""><span style=""color: #333399;"">January Special Promotions! </span></h1>
<h3>Also, very exciting, is the New Year New You promo!!!! Here's how it works!</h3>
&nbsp;

&nbsp;
<h3><img class=""wp-image-1779 alignnone"" src=""http://theoilydoc.com/wp-content/uploads/2017/01/nyny-300x146.jpg"" alt="""" width=""520"" height=""253"" /></h3>
&nbsp;

&nbsp;
<h3>Place an enrollment order in January</h3>
<h3>Place a 100PV LRP order in February</h3>
<h3>Get 100 free points for free products!</h3>
<h3 style=""text-align: center;""><em>Getting free oils has never been so easy!!!!!!!</em></h3>
&nbsp;
<h3></h3>
<h3>DoTERRA offers great specials and a Product of the Month every month! Here is the 10% off special and Product of the Month for January 2017:</h3>
<img class=""wp-image-1780 alignnone"" src=""http://theoilydoc.com/wp-content/uploads/2017/01/janpom-300x169.jpg"" alt="""" width=""502"" height=""283"" />
<h3>The 10% off product this month is the Athletes Kit. For more information, and to find out what comes in the Athletes Kit, please click <a href=""https://doterra.com/US/en/p/enrollment-kits-athlete"">HERE</a>.</h3>
<h3>The Product of the Month this month is <a href=""https://doterra.com/US/en/p/wild-orange-oil"">WILD ORANGE</a>. To find out more about how to qualify for Product of the Month, please click <a href=""http://theoilydoc.com/doterra-product-of-the-month/"">HERE</a>.</h3>
<ul>
 	<li><em>To Learn more about doTERRA's Loyalty Rewards Program, and how you can earn FREE Therapeutic Grade Essential Oils, please click <a href=""http://theoilydoc.com/lrp/"">HERE</a></em></li>
</ul>
<h3></h3>

<hr />

<h2 style=""text-align: center;""></h2>
<h1 style=""text-align: center;""><span style=""color: #333399;"">January Education Opportunities</span></h1>
<h3>There are always opportunities to learn more about using essential oils. Here are some of our North Carolina Classes</h3>
&nbsp;

[caption id=""attachment_1777"" align=""alignleft"" width=""353""]<img class=""wp-image-1777"" src=""http://theoilydoc.com/wp-content/uploads/2016/12/15749806_10211649680456827_143207384_n-300x251.png"" width=""353"" height=""295"" /> Team Education Classes[/caption]

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;
<h3></h3>
<img class=""alignnone  wp-image-1809"" src=""http://theoilydoc.com/wp-content/uploads/2017/01/15820167_10104146922680528_546959821_n-300x251.jpg"" alt="""" width=""345"" height=""289"" />
<h3>IF you aren't able to make it to an in person class, please attend our NEW monthly webinar.</h3>

<hr />

<h2 style=""text-align: center;""></h2>
<h1 style=""text-align: center;""><span style=""color: #333399;"">New &amp; Noteworthy</span></h1>
<h3>One more VERY exciting new addition is the <a href=""https://sourcetoyou.com/"">Source to You</a> page! Source to you is a place to not only learn about how your doTERRA essential oils make it from plant to your home, but also there is a new feature where you can get the specific quality testing report on your bottle of oil. This is huge in assuring that doTERRA sells the highest quality essential oils! Check out <a href=""https://sourcetoyou.com/"">www.sourcetoyou.com</a> to learn more!</h3>

<hr />

<h2 style=""text-align: center;""></h2>
<h1 style=""text-align: center;""><span style=""color: #333399;"">Recipes &amp; Diffuser Blends </span></h1>
<h3> I always like to include a recipe and a diffuser blend in my newsletter, for you to try. Here is this month's:</h3>
<h4></h4>
<h4>A fun DIY project to do with your kids is the doTERRA kid's soap, <img class=""size-medium wp-image-1775 alignleft"" src=""http://theoilydoc.com/wp-content/uploads/2016/12/doTERRA_kids_soap-600x375-300x188.jpg"" alt="""" width=""300"" height=""188"" />made with essential oils. Click <a href=""https://doterra.com/US/en/blog/diy-how-to-make-fun-soap-for-kids"">HERE</a> for the recipe.</h4>
&nbsp;

&nbsp;

&nbsp;

&nbsp;
<h3><img class=""size-medium wp-image-1776 alignright"" src=""http://theoilydoc.com/wp-content/uploads/2016/12/15541918_10154846212884314_6052628744167357404_n-210x300.jpg"" alt="""" width=""210"" height=""300"" />This yummy diffuser blend will keep you coming back for more!</h3>
&nbsp;

&nbsp;

&nbsp;

&nbsp;
<h2></h2>
<h2></h2>
<h2></h2>

<hr />

<h1 style=""text-align: center;""><span style=""color: #333399;"">Get Connected </span></h1>
<h3>If you haven't joined our Facebook page, please make sure you ""Like"" and ""Share"" to get entered into our drawing for a FREE Emotional Touch Kit! Follow <a href=""https://www.facebook.com/theoilydoc/"">THIS</a> link to like our page!</h3>
<img class=""alignnone wp-image-1140"" src=""http://theoilydoc.com/wp-content/uploads/2016/08/facebook.png"" width=""48"" height=""48"" />
<h2></h2>
<h2></h2>
<h2>We wish you an amazing 2017, full of goals met, memories made, and life lived to its fullest!</h2>
<h3>Yours in health,</h3>
<h3>The Oily Doc!<img class="" wp-image-630 alignleft"" src=""http://theoilydoc.com/wp-content/uploads/2016/07/character-300x248.png"" alt="""" width=""220"" height=""182"" /></h3>",,20170101,post,http://theoilydoc.com/january-newsletter/,http://theoilydoc.com/wp-content/uploads/2016/12/hellojanuary2015.jpg|http://theoilydoc.com/wp-content/uploads/2017/01/15820167_10104146922680528_546959821_n.jpg|http://theoilydoc.com/wp-content/uploads/2017/01/janpom.jpg|http://theoilydoc.com/wp-content/uploads/2017/01/nyny.jpg|http://theoilydoc.com/wp-content/uploads/2016/12/15781050_10104133031433698_3708049925580361879_n.jpg|http://theoilydoc.com/wp-content/uploads/2016/12/15749806_10211649680456827_143207384_n.png|http://theoilydoc.com/wp-content/uploads/2016/12/15541918_10154846212884314_6052628744167357404_n.jpg|http://theoilydoc.com/wp-content/uploads/2016/12/doTERRA_kids_soap-600x375.jpg|http://theoilydoc.com/wp-content/uploads/2016/12/15241904_10209772545222984_1759587697929110183_n.jpg|http://theoilydoc.com/wp-content/uploads/2016/12/15350677_10209772546223009_3676118218291864404_n.jpg|http://theoilydoc.com/wp-content/uploads/2016/12/15319190_10209772545182983_7690107663462259326_n.jpg|http://theoilydoc.com/wp-content/uploads/2016/12/15319263_10209772544382963_5133581108191060354_n.jpg|http://theoilydoc.com/wp-content/uploads/2016/12/thumb-b65bebc8663a72813c45fe441fc5c149.jpg,hellojanuary2015|15820167_10104146922680528_546959821_n|janpom|nyny|15781050_10104133031433698_3708049925580361879_n|15749806_10211649680456827_143207384_n|15541918_10154846212884314_6052628744167357404_n|doTERRA_kids_soap-600x375|15241904_10209772545222984_1759587697929110183_n|15350677_10209772546223009_3676118218291864404_n|15319190_10209772545182983_7690107663462259326_n|15319263_10209772544382963_5133581108191060354_n|thumb-b65bebc8663a72813c45fe441fc5c149,||||||||||||,||||||||||||,||||||||||||,,Featured|Newsletter,,publish,2,january-newsletter,,,0,0,0,open,open,20170101
1781,"doTERRA Product of the Month","<div id=""content_header"">
<div class=""row"">
<div class=""col-xs-12"">
<h1>What is the Product of the Month Club?</h1>

<hr class=""top"" />

</div>
</div>
</div>
<div id=""content_body"" class=""row"">
<div class=""col-lg-9"">
<div class=""yCmsComponent"">
<div class=""content"">

Each product has been assigned a value of Personal Volume (PV). When you purchase doTERRA products, your PV increases. When your PV reaches 125, doTERRA will send you the pre-selected product of the month. The higher the PV of each of your orders, the more chances you will have to qualify for the product of the month and any other promotions that doTERRA offers throughout the year.

</div>
&nbsp;

</div>
</div>
</div>",,-00011130,post,http://theoilydoc.com/?p=1781,,,,,,,Uncategorized,,draft,2,,,,0,0,0,open,open,20170101
1783,"doTERRA LRP program","<div id=""content_header"">
<div class=""row"">
<div class=""col-xs-12"">
<h1>Loyalty Rewards Program</h1>

<hr class=""top"" />

</div>
</div>
</div>
<div id=""content_body"">
<div class=""yCmsComponent col-xs-12"">
<div class=""paragraph-with-header"">
<h2></h2>
<div>

The doTERRA Loyalty Rewards Program (LRP) provides free product credits for monthly purchases ordered on the program. As a participant in the Loyalty Rewards Program, you will immediately begin to earn product credits that can be used as cash to purchase doTERRA products. The longer you participate, the more credits you can earn—up to 30% of your total monthly Loyalty Rewards purchases! (See terms and conditions below.)

</div>
</div>
</div>
<div class=""row"">
<div class=""col-xs-12"">
<div class=""clearfix""></div>
<div id=""carouselParagraph"" class=""yCmsContentSlot carousel_paragraph""><img class=""wp-image-1784 aligncenter"" src=""http://theoilydoc.com/wp-content/uploads/2017/01/4595964_orig-300x84.jpg"" alt="""" width=""479"" height=""134"" /></div>
<div class=""clearfix""></div>
<div id=""imageParagraph1"" class=""yCmsContentSlot section top_image"">
<div class=""paragraph-with-header"">
<h2>Loyalty Rewards Credits</h2>
<div>
<ul>
 	<li>No-hassle, automatic shipment of the doTERRA products you use on a monthly basis</li>
 	<li>Receive up to 30% of the PV value of your monthly LRP order in product credits</li>
 	<li>Redeem your LRP product credits for doTERRA products</li>
 	<li>Freedom to change your LRP order up to the day before your monthly ship date</li>
 	<li>Convenient way to meet monthly PV and bonus qualification requirements</li>
 	<li>Powerful loyalty incentive for new customers and consultants that you personally sponsor</li>
 	<li>View and use Loyalty Rewards points online in your mydoterra.com back office</li>
 	<li>LRP orders can be set to ship any day between the 1st and the 28th of the month</li>
</ul>
</div>
</div>
</div>
<div class=""clearfix""></div>
<div id=""imageParagraph2"" class=""yCmsContentSlot  section bottom_image"">
<div class=""paragraph-with-header"">
<h2>Additional Benefit: Product of the Month</h2>
<div>One monthly Loyalty Rewards order totaling 125 PV or more that processes on or before the 15th of each month, will include a free product!</div>
</div>
</div>
<div class=""clearfix""></div>
<div class=""yCmsContentSlot section"">
<div class=""paragraph-with-header"">
<h2>Terms &amp; Conditions</h2>
<div>
<ul>
 	<li>Minimum monthly Loyalty Rewards order of 50 PV to earn product credits</li>
 	<li>Orders with a minimum of 1 PV* will maintain both Loyalty Reward level (%)† and previously accrued points</li>
 	<li>No maximum monthly credit accumulation limit</li>
 	<li>Product credits expire 12 months from the date of issue</li>
 	<li>Product credits can be used to purchase full PV products only</li>
 	<li>Product credits can be redeemed by phone (1-800-411-8151) or online in the new shopping cart</li>
 	<li>Redemption orders have no PV</li>
 	<li>A redemption fee of $3, applicable taxes, and shipping and handling charges will apply</li>
 	<li>Must be an LRP participant for 60 days before credits can be redeemed</li>
 	<li>All product credits and percentage will be immediately cancelled with LRP cancellation</li>
 	<li>Product credits have no cash redemption value and are non-transferable</li>
 	<li>Products purchased with LRP credits are not for resale</li>
 	<li>Cancellation of LRP order must take place over the telephone by calling Member Services at 1-800-411-8151</li>
</ul>
* Loyalty Rewards orders must exceed 50 PV per single order to earn Reward Points.

† Loyalty Rewards orders must exceed 50 PV per single order to advance Loyalty Reward levels (%).

</div>
</div>
</div>
<div class=""yCmsComponent col-xl-12"">
<div class=""paragraph-with-header"">
<h2>Loyalty Rewards Fast Track</h2>
<div>

New Wellness Advocates who enroll with a Natural Solutions Kit and have a 100 PV Loyalty Rewards order the following month* will receive:
<ul>
 	<li>100 LRP points</li>
 	<li>Start LRP point accrual at 15%</li>
</ul>
New Wellness Advocates who enroll with an Every Oil Kit and have a 100 PV Loyalty Rewards order the following month* will receive:
<ul>
 	<li>200 LRP points</li>
 	<li>Start LRP point accrual at 20%</li>
</ul>
New Wellness Advocates who enroll with a Diamond Kit and have a 100 PV Loyalty Rewards order the following month* will receive:
<ul>
 	<li>400 LRP points</li>
 	<li>Start LRP point accrual at 25%</li>
</ul>
* Points will be redeemable 60 days following enrollment. If the LRP is cancelled before 60 days, the new Wellness Advocate will not receive points awarded.

Only first-time Wellness Advocates who purchase these specific enrollment kits qualify for the Loyalty Rewards Fast Track Program. Loyalty Rewards Fast Track enrollment orders are not LRP orders and will not count towards Power of 3 bonuses or other LRP benefits.

</div>
</div>
</div>
<div class=""paragraph-with-header"">
<h2></h2>
<div>Join Today! Login at www.mydoterra.com, or call 800-411-8151.</div>
</div>
</div>
</div>
</div>",,20170101,post,http://theoilydoc.com/lrp/,http://theoilydoc.com/wp-content/uploads/2017/01/4595964_orig.jpg,4595964_orig,,,,,Uncategorized,,publish,2,lrp,,,0,0,0,open,open,20170101
1810,"Monthly Education Classes","Monthly Education classes are designed to provide you with additional knowledge of using essential oils safely and effectively in your home!

<img class=""alignnone size-medium wp-image-1777"" src=""http://theoilydoc.com/wp-content/uploads/2016/12/15749806_10211649680456827_143207384_n-300x251.png"" alt="""" width=""300"" height=""251"" />

We will continue to offer our monthly local classes, in North Carolina. If you are interested in other locations, please contact me as we have several other states that are participating in the same education program.",,20170101,post,http://theoilydoc.com/monthly-education-classes-4/,http://theoilydoc.com/wp-content/uploads/2016/12/15749806_10211649680456827_143207384_n.png,15749806_10211649680456827_143207384_n,,,,,"Business Training|Calendar",,publish,2,monthly-education-classes-4,,,0,0,0,open,open,20170101
1811,"Hot Cider diffuser blend","<img class=""alignnone size-medium wp-image-1776"" src=""http://theoilydoc.com/wp-content/uploads/2016/12/15541918_10154846212884314_6052628744167357404_n-210x300.jpg"" alt="""" width=""210"" height=""300"" />

The Hot Cider diffuser blend is sure to be a hit in everyone's home! This blend of Wild Orange, Juniper Berry, Ginger and Clove will have you begging for winter to hang around, just a little bit longer.",,20170101,post,http://theoilydoc.com/hot-cider-diffuser-blend/,http://theoilydoc.com/wp-content/uploads/2016/12/15541918_10154846212884314_6052628744167357404_n.jpg,15541918_10154846212884314_6052628744167357404_n,,,,,Recipes>Aromatic|Featured,,publish,2,hot-cider-diffuser-blend,,,0,0,0,open,open,20170101
1814,"Monthly Webinar","My monthly online webinar will be held the first Tuesday of the month, and will cover a variety of different topics. January will be ""Boosting your immunity, naturally."" Follow the link in order to listen in to this helpful information.

<img class=""alignnone size-medium wp-image-1809"" src=""http://theoilydoc.com/wp-content/uploads/2017/01/15820167_10104146922680528_546959821_n-300x251.jpg"" alt="""" width=""300"" height=""251"" />",,20170101,post,http://theoilydoc.com/monthly-webinar/,http://theoilydoc.com/wp-content/uploads/2017/01/15820167_10104146922680528_546959821_n.jpg,15820167_10104146922680528_546959821_n,,,,,"Business Training|Calendar|Featured",,publish,2,monthly-webinar,,,0,0,0,open,open,20170101
1825,"February Newsletter","<img class=""alignnone size-medium wp-image-1684 aligncenter"" src=""http://theoilydoc.com/wp-content/uploads/2016/10/oily-doc-300x90.png"" alt="""" width=""300"" height=""90"" />
<h3>Hello <span style=""color: #333399;""><strong>February! </strong></span></h3>
February is one of my favorite months, despite the typically very cold weather. I enjoy February so much because it is an entire month dedicated to LOVE! The fun and excitement surrounding the month of February is always something that I look forward to with joy and anticipation.
<h3>Another great thing about February is the continuation of the New Year, New You promotion!</h3>
&nbsp;
<h3><img class=""wp-image-1779 alignnone"" src=""http://theoilydoc.com/wp-content/uploads/2017/01/nyny-300x146.jpg"" alt="""" width=""520"" height=""253"" /></h3>
<h3>Place an enrollment order in February</h3>
<h3>Place a 100PV LRP order in March</h3>
<h3>Get 100 free points for free products!</h3>
<h3 style=""text-align: center;""><em>Getting free oils has never been so easy!!!!!!!</em></h3>
<h3></h3>
<h3>DoTERRA offers great specials and a Product of the Month every month! Here is the 10% off special and Product of the Month for February 2017:</h3>
<img class=""alignnone wp-image-1826"" src=""http://theoilydoc.com/wp-content/uploads/2017/02/feb-192x300.png"" alt="""" width=""267"" height=""417"" />
<h3>The 10% off product this month is doTERRA's Passion Touch. What a great time to ignite more passion in your life. For more information please click <a href=""https://doterra.com/US/en/p/doterra-passion-touch-inspiring-blend-oil"">HERE</a>.</h3>
<h3>The Product of the Month this month is <a href=""https://doterra.com/US/en/p/aromatouch-massage-blend-oil"">AROMATOUCH</a>. To find out more about how to qualify for Product of the Month, please click <a href=""http://theoilydoc.com/doterra-product-of-the-month/"">HERE</a>.</h3>
<ul>
 	<li><em>To Learn more about doTERRA's Loyalty Rewards Program, and how you can earn FREE Therapeutic Grade Essential Oils, please click <a href=""http://theoilydoc.com/lrp/"">HERE</a></em></li>
</ul>
<h3> Make sure you check out the NEW Slim and Sassy products! The Gum is fantastic, and great for cutting down on that ""between meal snacking"". The New Trim Shake is a delicious orange flavor.</h3>

<hr />

<h2 style=""text-align: center;""></h2>
<h1 style=""text-align: center;""><span style=""color: #333399;"">February Education Opportunities</span></h1>
<h3>There are always opportunities to learn more about using essential oils. Here are some of our North Carolina Classes</h3>
<h3><img class=""alignnone wp-image-1827"" src=""http://theoilydoc.com/wp-content/uploads/2017/02/16266151_10154946960711624_1625886200913804970_n-300x251.jpg"" alt="""" width=""362"" height=""303"" /></h3>
&nbsp;
<h3>IF you aren't able to make it to an in person class, please check out our NEW monthly webinar. Click <a href=""https://youtu.be/XRTUAn-Zt6Y"">HERE</a> to watch this month's webinar on Love, Intimacy and Essential Oils</h3>

<hr />

<h2 style=""text-align: center;""></h2>
<h1 style=""text-align: center;""><span style=""color: #333399;"">New &amp; Noteworthy</span></h1>
<h3>One more VERY exciting new addition is the <a href=""https://sourcetoyou.com/"">Source to You</a> page! Source to you is a place to not only learn about how your doTERRA essential oils make it from plant to your home, but also there is a new feature where you can get the specific quality testing report on your bottle of oil. This is huge in assuring that doTERRA sells the highest quality essential oils! Check out <a href=""https://sourcetoyou.com/"">www.sourcetoyou.com</a> to learn more!</h3>

<hr />

<h2 style=""text-align: center;""></h2>
<h1 style=""text-align: center;""><span style=""color: #333399;"">Recipes &amp; Diffuser Blends </span></h1>
<h3> I always like to include a recipe and a diffuser blend in my newsletter, for you to try. Here is this month's:</h3>
<h4></h4>
<h4>A yummy recipe for you and your kids is a Pitaya Smoothie Bowl,
made with essential oils. Click <a href=""https://doterra.com/US/en/blog/recipe-pitaya-smoothie-bowl-with-grapefruit-essential-oil"">HERE</a> for the recipe.</h4>
<h3><img class=""alignnone size-medium wp-image-1828"" src=""http://theoilydoc.com/wp-content/uploads/2017/02/1x1-900x900-pitaya-smoothie-bowl-us-english-web-300x300.jpg"" alt="""" width=""300"" height=""300"" />
This romantic diffuser blend will keep you coming back for more!</h3>
<h2><img class=""wp-image-1829 aligncenter"" src=""http://theoilydoc.com/wp-content/uploads/2017/02/Bringing-Sexy-Back-1-300x199.png"" alt="""" width=""349"" height=""232"" /></h2>
<h2></h2>

<hr />

<h1 style=""text-align: center;""><span style=""color: #333399;"">Get Connected </span></h1>
<h3>If you haven't joined our Facebook page, please make sure you ""Like"" and ""Share"" to get entered into our drawing for a FREE Emotional Touch Kit! Follow <a href=""https://www.facebook.com/theoilydoc/"">THIS</a> link to like our page!</h3>
<a href=""http://www.facebook.com/theoilydoc""><img class=""alignnone wp-image-1140"" src=""http://theoilydoc.com/wp-content/uploads/2016/08/facebook.png"" width=""153"" height=""153"" /></a>
<h2></h2>

<hr />

<h2>Last but not least, we are starting a podcast this month, where we will be discussing essential oils, how to use them, why you would use them, and their many uses and benefits. We will give you more information as we have it.</h2>
<h2>We wish you an amazing February, full of love and life lived to its fullest!</h2>
<h3>Yours in health,</h3>
<h3>The Oily Doc!</h3>
<img class=""alignnone size-medium wp-image-630"" src=""http://theoilydoc.com/wp-content/uploads/2016/07/character-300x248.png"" alt="""" width=""300"" height=""248"" />",,20170202,post,http://theoilydoc.com/february-newsletter/,http://theoilydoc.com/wp-content/uploads/2016/09/Hello-February-Quotes-Images-Pictures-to-Welcome-the-Month-of-Love-1.jpg|http://theoilydoc.com/wp-content/uploads/2017/02/Bringing-Sexy-Back-1.png|http://theoilydoc.com/wp-content/uploads/2017/02/1x1-900x900-pitaya-smoothie-bowl-us-english-web.jpg|http://theoilydoc.com/wp-content/uploads/2017/02/16266151_10154946960711624_1625886200913804970_n.jpg|http://theoilydoc.com/wp-content/uploads/2017/02/feb.png,"Hello-February-Quotes-Images-Pictures-to-Welcome-the-Month-of-Love-1|Bringing Sexy Back (1)|1x1-900x900-pitaya-smoothie-bowl-us-english-web|16266151_10154946960711624_1625886200913804970_n|feb",||||,||||,||||,,Featured|Newsletter,,publish,2,february-newsletter,,,0,0,0,open,open,20170202
1831,"Monthly Webinar","[embed]https://youtu.be/tAAkgRvjhNw[/embed]
<h2>Join us for this month's Webinar re-cap. May's topic for the Empowered Life Series was Green &amp; Clean. Jill Winger talks to us about DIY garden tips.</h2>
&nbsp;

&nbsp;",,20170202,post,http://theoilydoc.com/monthly-webinar-2/,https://s3.amazonaws.com/oilydocpodcast/wp-content/uploads/2017/02/02164747/junediy.png|http://theoilydoc.com/wp-content/uploads/2017/02/webinar.png,junediy|webinar,|,|,|,,Featured,,publish,2,monthly-webinar-2,,,0,0,0,open,open,20170602
